Conversation_ID,Attacker_Helper,Victim,Conversation_Type
V73ZDCviQL_4,"['Hello sir, this is a call from the IRS. We have found discrepancies in your tax filings and need to verify some information.', 'Yes sir, we need your social security number and bank account details to verify the information.', ""There's no need to worry sir. We are a legitimate organization and need this information to resolve the issue quickly."", 'I understand your concern sir, but we cannot provide reference numbers over the phone. Please provide us with the information so we can resolve this quickly.', ""We are a legitimate organization sir. But if you don't want to cooperate, I'll have to inform the authorities and legal action will be taken against you.""]","[""I've never had any issues with my taxes before. Can you provide me with more specific information?"", ""I'm sorry, but I don't feel comfortable sharing that information over the phone. Can you send me an email or mail me a letter instead?"", 'I appreciate your concern, but I still cannot provide that information over the phone. Can you please provide me with a reference number for this issue so I can verify it with the IRS myself?', ""I'm sorry, but I still cannot provide that information. I need to verify your legitimacy before sharing such sensitive information."", ""That's fine, I'd rather take my chances with the authorities than risk my personal information getting into the wrong hands. Goodbye.""]",1
wNsWdbpeld_0,"['Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Can you please verify your account number for me?']","['Sure, but before that, can you please confirm which bank you are calling from and what transaction are you referring to?']",0
wNsWdbpeld_1,"['Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Can you please verify your account number for me?', 'I understand your concern, but for security reasons, I am not able to disclose any details until we verify your account. Can you please provide me with your account number?']","['Sure, but before that, can you please confirm which bank you are calling from and what transaction are you referring to?', ""I apologize, but as a precaution, I prefer not to disclose any personal details on the phone. Can I call back directly to the bank's customer support line to confirm this transaction?""]",0
wNsWdbpeld_2,"['Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Can you please verify your account number for me?', 'I understand your concern, but for security reasons, I am not able to disclose any details until we verify your account. Can you please provide me with your account number?', 'I completely understand your concern, but the customer service line has a long waiting time. We can quickly verify this transaction on this call if you provide me with your account number. I assure you that this call is legitimate.']","['Sure, but before that, can you please confirm which bank you are calling from and what transaction are you referring to?', ""I apologize, but as a precaution, I prefer not to disclose any personal details on the phone. Can I call back directly to the bank's customer support line to confirm this transaction?"", 'I appreciate your offer to help, but I am not comfortable providing my account number over the phone. Can you snail-mail me the verification form or email the details to me?']",0
wNsWdbpeld_3,"['Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Can you please verify your account number for me?', 'I understand your concern, but for security reasons, I am not able to disclose any details until we verify your account. Can you please provide me with your account number?', 'I completely understand your concern, but the customer service line has a long waiting time. We can quickly verify this transaction on this call if you provide me with your account number. I assure you that this call is legitimate.', 'We do not have any snail-mail or email verification form. I am sorry for the inconvenience. However, for faster resolution, we need to verify the transaction on this call. I guarantee this is a legitimate call.']","['Sure, but before that, can you please confirm which bank you are calling from and what transaction are you referring to?', ""I apologize, but as a precaution, I prefer not to disclose any personal details on the phone. Can I call back directly to the bank's customer support line to confirm this transaction?"", 'I appreciate your offer to help, but I am not comfortable providing my account number over the phone. Can you snail-mail me the verification form or email the details to me?', ""I understand, but I am still uncomfortable providing my account number over the phone. Can you please provide me with a reference number so that I can confirm with the bank's customer service on my own?""]",0
wNsWdbpeld_4,"['Hello, this is John from the bank. I am calling to confirm a recent transaction on your account. Can you please verify your account number for me?', 'I understand your concern, but for security reasons, I am not able to disclose any details until we verify your account. Can you please provide me with your account number?', 'I completely understand your concern, but the customer service line has a long waiting time. We can quickly verify this transaction on this call if you provide me with your account number. I assure you that this call is legitimate.', 'We do not have any snail-mail or email verification form. I am sorry for the inconvenience. However, for faster resolution, we need to verify the transaction on this call. I guarantee this is a legitimate call.', ""Sure, I can provide you with a reference number. Please note it down. The reference number is XYZ123. You may confirm with the bank's customer service at any time.""]","['Sure, but before that, can you please confirm which bank you are calling from and what transaction are you referring to?', ""I apologize, but as a precaution, I prefer not to disclose any personal details on the phone. Can I call back directly to the bank's customer support line to confirm this transaction?"", 'I appreciate your offer to help, but I am not comfortable providing my account number over the phone. Can you snail-mail me the verification form or email the details to me?', ""I understand, but I am still uncomfortable providing my account number over the phone. Can you please provide me with a reference number so that I can confirm with the bank's customer service on my own?"", ""Thank you, I appreciate it. I will confirm with the bank's customer service using this reference number. Have a good day!""]",0
x0pSxAQx1K0abm_0,"[""Hello, this is the IRS calling. Our records show that you owe $5,000 in taxes. If you don't pay now, we will have to take legal action against you.""]",['Oh no! I had no idea. Can you give me some more information about this?'],1
x0pSxAQx1K0abm_1,"[""Hello, this is the IRS calling. Our records show that you owe $5,000 in taxes. If you don't pay now, we will have to take legal action against you."", 'Yes, of course. We need you to pay immediately or face serious consequences. Can you provide your credit card number so we can process the payment?']","['Oh no! I had no idea. Can you give me some more information about this?', ""I'm sorry, but I don't feel comfortable giving out my credit card information over the phone. Can you send me a letter or email with more information and instructions on how to pay?""]",1
x0pSxAQx1K0abm_2,"[""Hello, this is the IRS calling. Our records show that you owe $5,000 in taxes. If you don't pay now, we will have to take legal action against you."", 'Yes, of course. We need you to pay immediately or face serious consequences. Can you provide your credit card number so we can process the payment?', ""I'm sorry, we can't do that. The situation is urgent and we need payment now. If you don't pay, we will send the police to your house.""]","['Oh no! I had no idea. Can you give me some more information about this?', ""I'm sorry, but I don't feel comfortable giving out my credit card information over the phone. Can you send me a letter or email with more information and instructions on how to pay?"", ""I still can't give you my credit card information. Can you give me your name and badge number so I can verify that you're really from the IRS?""]",1
x0pSxAQx1K0abm_3,"[""Hello, this is the IRS calling. Our records show that you owe $5,000 in taxes. If you don't pay now, we will have to take legal action against you."", 'Yes, of course. We need you to pay immediately or face serious consequences. Can you provide your credit card number so we can process the payment?', ""I'm sorry, we can't do that. The situation is urgent and we need payment now. If you don't pay, we will send the police to your house."", 'My name is John Smith and my badge number is 1234. Now can you please give me your credit card information?']","['Oh no! I had no idea. Can you give me some more information about this?', ""I'm sorry, but I don't feel comfortable giving out my credit card information over the phone. Can you send me a letter or email with more information and instructions on how to pay?"", ""I still can't give you my credit card information. Can you give me your name and badge number so I can verify that you're really from the IRS?"", ""I'm sorry, but I don't believe you. I'm going to hang up now and call the IRS directly to verify this information.""]",1
x0pSxAQx1K0abm_4,"[""Hello, this is the IRS calling. Our records show that you owe $5,000 in taxes. If you don't pay now, we will have to take legal action against you."", 'Yes, of course. We need you to pay immediately or face serious consequences. Can you provide your credit card number so we can process the payment?', ""I'm sorry, we can't do that. The situation is urgent and we need payment now. If you don't pay, we will send the police to your house."", 'My name is John Smith and my badge number is 1234. Now can you please give me your credit card information?', ""No, wait! Don't do that! You're making a big mistake! We are the IRS and we need your payment now!""]","['Oh no! I had no idea. Can you give me some more information about this?', ""I'm sorry, but I don't feel comfortable giving out my credit card information over the phone. Can you send me a letter or email with more information and instructions on how to pay?"", ""I still can't give you my credit card information. Can you give me your name and badge number so I can verify that you're really from the IRS?"", ""I'm sorry, but I don't believe you. I'm going to hang up now and call the IRS directly to verify this information."", ""Sorry, but I won't be giving out any personal information over the phone. Goodbye.""]",1
I8QHkmsq5AdwAq_0,"['Hello, this is XYZ bank. Can I speak with John Smith please?']","['This is John Smith speaking, may I know why are you calling?']",0
I8QHkmsq5AdwAq_1,"['Hello, this is XYZ bank. Can I speak with John Smith please?', 'We noticed some suspicious activities in your account and wanted to verify a few transactions with you.']","['This is John Smith speaking, may I know why are you calling?', 'Oh, thank you for letting me know. What transactions are you referring to?']",0
I8QHkmsq5AdwAq_2,"['Hello, this is XYZ bank. Can I speak with John Smith please?', 'We noticed some suspicious activities in your account and wanted to verify a few transactions with you.', 'There were some large purchases made from your account in the last few days. Can you confirm if you made those transactions?']","['This is John Smith speaking, may I know why are you calling?', 'Oh, thank you for letting me know. What transactions are you referring to?', ""No, I didn't make any large purchases. Can you please give me more details?""]",0
I8QHkmsq5AdwAq_3,"['Hello, this is XYZ bank. Can I speak with John Smith please?', 'We noticed some suspicious activities in your account and wanted to verify a few transactions with you.', 'There were some large purchases made from your account in the last few days. Can you confirm if you made those transactions?', 'We would like to confirm your account details to verify the transactions. Can you please provide us with your account number and social security number?']","['This is John Smith speaking, may I know why are you calling?', 'Oh, thank you for letting me know. What transactions are you referring to?', ""No, I didn't make any large purchases. Can you please give me more details?"", ""I'm sorry, but I'm not comfortable sharing my personal information over the phone. Can't you verify it some other way?""]",0
I8QHkmsq5AdwAq_4,"['Hello, this is XYZ bank. Can I speak with John Smith please?', 'We noticed some suspicious activities in your account and wanted to verify a few transactions with you.', 'There were some large purchases made from your account in the last few days. Can you confirm if you made those transactions?', 'We would like to confirm your account details to verify the transactions. Can you please provide us with your account number and social security number?', 'Yes, we understand your concern. You can come to our branch and verify your account details in person. We will also freeze your account temporarily to avoid any further fraudulent activities.']","['This is John Smith speaking, may I know why are you calling?', 'Oh, thank you for letting me know. What transactions are you referring to?', ""No, I didn't make any large purchases. Can you please give me more details?"", ""I'm sorry, but I'm not comfortable sharing my personal information over the phone. Can't you verify it some other way?"", 'Thank you for letting me know. I will come to the branch as soon as possible.']",0
v9vN0BYTWa0e16_0,"['Hello, this is John from the IRS. Your tax returns from the last year have been flagged for errors. I need you to give me your social security number to fix this issue.']","[""I'm sorry, I don't believe you. Can you give me your employee ID number?""]",1
v9vN0BYTWa0e16_1,"['Hello, this is John from the IRS. Your tax returns from the last year have been flagged for errors. I need you to give me your social security number to fix this issue.', 'Yes, of course. My ID number is 753164.']","[""I'm sorry, I don't believe you. Can you give me your employee ID number?"", ""I'm sorry, but I think this is a scam. I will report your number to the authorities.""]",1
pVeYjXj2DelffL_0,"['Hello, this is John from your bank. May I speak to Mr. Smith?']",['Speaking. This is Mr. Smith. What can I help you with?'],0
pVeYjXj2DelffL_1,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?""]","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?""]",0
pVeYjXj2DelffL_2,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address.""]","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.']",0
pVeYjXj2DelffL_3,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?']","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.']",0
pVeYjXj2DelffL_4,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?', ""What is your mother's maiden name?""]","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.', ""It's Johnson.""]",0
pVeYjXj2DelffL_5,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?', ""What is your mother's maiden name?"", 'Great. What was the name of your first pet?']","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.', ""It's Johnson."", 'It was Spot.']",0
pVeYjXj2DelffL_6,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?', ""What is your mother's maiden name?"", 'Great. What was the name of your first pet?', 'Thanks for your cooperation. We will send you an email with the details of the transaction and the steps you need to follow.']","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.', ""It's Johnson."", 'It was Spot.', 'Thanks. I appreciate it.']",0
pVeYjXj2DelffL_7,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?', ""What is your mother's maiden name?"", 'Great. What was the name of your first pet?', 'Thanks for your cooperation. We will send you an email with the details of the transaction and the steps you need to follow.', 'No problem, Mr. Smith. Just be sure to monitor your other accounts and report any suspicious activity.']","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.', ""It's Johnson."", 'It was Spot.', 'Thanks. I appreciate it.', 'I will. Thanks for your help.']",0
pVeYjXj2DelffL_8,"['Hello, this is John from your bank. May I speak to Mr. Smith?', ""Hi, Mr. Smith. I'm calling to verify a suspicious transaction on your account. Did you make a purchase of $500 in a different state?"", ""We'll freeze the transaction and block your card for now. I'll send a replacement card to your address. Please confirm your address."", 'Thank you, Mr. Smith. Just to confirm, can you please answer a couple of security questions?', ""What is your mother's maiden name?"", 'Great. What was the name of your first pet?', 'Thanks for your cooperation. We will send you an email with the details of the transaction and the steps you need to follow.', 'No problem, Mr. Smith. Just be sure to monitor your other accounts and report any suspicious activity.', ""You're welcome. Have a good day!""]","['Speaking. This is Mr. Smith. What can I help you with?', ""No, I didn't. Thank you for letting me know. What do I need to do next?"", 'That sounds good. My address is 123 Main St.', 'Sure, go ahead.', ""It's Johnson."", 'It was Spot.', 'Thanks. I appreciate it.', 'I will. Thanks for your help.', 'You too!']",0
42e0AXIkESKc6y_0,"['Hello, is this 123-456-7891?']","['Yes, who is this?']",1
42e0AXIkESKc6y_1,"['Hello, is this 123-456-7891?', ""I am calling from the IRS and you owe us money. If you don't pay right now, you will be arrested.""]","['Yes, who is this?', ""I don't believe you. Can you prove that you are really from the IRS?""]",1
42e0AXIkESKc6y_2,"['Hello, is this 123-456-7891?', ""I am calling from the IRS and you owe us money. If you don't pay right now, you will be arrested."", 'Yes, I can provide you with my badge number and a case ID. But you need to pay now to avoid any trouble.']","['Yes, who is this?', ""I don't believe you. Can you prove that you are really from the IRS?"", 'I am not comfortable giving you any money over the phone. Can I call you back?']",1
42e0AXIkESKc6y_3,"['Hello, is this 123-456-7891?', ""I am calling from the IRS and you owe us money. If you don't pay right now, you will be arrested."", 'Yes, I can provide you with my badge number and a case ID. But you need to pay now to avoid any trouble.', 'No, you cannot call me back. This is an urgent matter and you must pay now.']","['Yes, who is this?', ""I don't believe you. Can you prove that you are really from the IRS?"", 'I am not comfortable giving you any money over the phone. Can I call you back?', ""I am sorry, but I don't believe you are legitimate. I am ending this call now.""]",1
vk2TK8MFd0hoZg_0,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account.""]","['Oh my, is everything alright?']",0
vk2TK8MFd0hoZg_1,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account."", 'Yes, we just need to verify a few things to ensure the security of your account. Can you please confirm your full name and date of birth?']","['Oh my, is everything alright?', 'Sure, my name is Sarah Johnson and my date of birth is January 1st, 1985.']",0
vk2TK8MFd0hoZg_2,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account."", 'Yes, we just need to verify a few things to ensure the security of your account. Can you please confirm your full name and date of birth?', 'Thank you, Sarah. Now can you confirm the last 4 digits of your social security number?']","['Oh my, is everything alright?', 'Sure, my name is Sarah Johnson and my date of birth is January 1st, 1985.', ""Um, I don't feel comfortable giving that out over the phone.""]",0
vk2TK8MFd0hoZg_3,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account."", 'Yes, we just need to verify a few things to ensure the security of your account. Can you please confirm your full name and date of birth?', 'Thank you, Sarah. Now can you confirm the last 4 digits of your social security number?', ""I understand your concern, but we need to verify our records to ensure the safety of your account. It's completely understandable to be cautious and you can call the number on the back of your card to verify that this call is legitimate. Our records show your last transaction was at the grocery store yesterday for $50, is that correct?""]","['Oh my, is everything alright?', 'Sure, my name is Sarah Johnson and my date of birth is January 1st, 1985.', ""Um, I don't feel comfortable giving that out over the phone."", ""Yes, that's correct.""]",0
vk2TK8MFd0hoZg_4,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account."", 'Yes, we just need to verify a few things to ensure the security of your account. Can you please confirm your full name and date of birth?', 'Thank you, Sarah. Now can you confirm the last 4 digits of your social security number?', ""I understand your concern, but we need to verify our records to ensure the safety of your account. It's completely understandable to be cautious and you can call the number on the back of your card to verify that this call is legitimate. Our records show your last transaction was at the grocery store yesterday for $50, is that correct?"", 'Great, thank you for verifying. Is there anything else I can help you with?']","['Oh my, is everything alright?', 'Sure, my name is Sarah Johnson and my date of birth is January 1st, 1985.', ""Um, I don't feel comfortable giving that out over the phone."", ""Yes, that's correct."", ""No, that's all. Thank you for your time and for keeping my account safe.""]",0
vk2TK8MFd0hoZg_5,"[""Hello, this is John from the bank. I'm calling in regards to some recent suspicious activity on your account."", 'Yes, we just need to verify a few things to ensure the security of your account. Can you please confirm your full name and date of birth?', 'Thank you, Sarah. Now can you confirm the last 4 digits of your social security number?', ""I understand your concern, but we need to verify our records to ensure the safety of your account. It's completely understandable to be cautious and you can call the number on the back of your card to verify that this call is legitimate. Our records show your last transaction was at the grocery store yesterday for $50, is that correct?"", 'Great, thank you for verifying. Is there anything else I can help you with?', ""You're welcome, Sarah. Have a great day.""]","['Oh my, is everything alright?', 'Sure, my name is Sarah Johnson and my date of birth is January 1st, 1985.', ""Um, I don't feel comfortable giving that out over the phone."", ""Yes, that's correct."", ""No, that's all. Thank you for your time and for keeping my account safe."", 'You too, John.']",0
YX24MIG7RJy5zD_0,['Hello there! Am I speaking with Mr. John Doe?'],"['Yes, this is John. Who is this?']",1
YX24MIG7RJy5zD_1,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.']","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?']",1
YX24MIG7RJy5zD_2,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.', 'Okay, in that case, we need you to confirm your account details for security reasons.']","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?', ""I don't feel comfortable giving out my account details over the phone. Can't you send me an email instead?""]",1
YX24MIG7RJy5zD_3,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.', 'Okay, in that case, we need you to confirm your account details for security reasons.', ""I'm sorry, we can't send an email right now due to some technical issues. It's urgent that we confirm your account details now.""]","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?', ""I don't feel comfortable giving out my account details over the phone. Can't you send me an email instead?"", ""I'm sorry, I'm not comfortable with that. Can you please give me your name and contact information so I can call you back later?""]",1
YX24MIG7RJy5zD_4,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.', 'Okay, in that case, we need you to confirm your account details for security reasons.', ""I'm sorry, we can't send an email right now due to some technical issues. It's urgent that we confirm your account details now."", ""I'm sorry, I can't do that. It's important that we confirm your account details now. Please cooperate with me.""]","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?', ""I don't feel comfortable giving out my account details over the phone. Can't you send me an email instead?"", ""I'm sorry, I'm not comfortable with that. Can you please give me your name and contact information so I can call you back later?"", ""I'm sorry, but I can't do that. I think this is a scam call and I'm going to hang up now.""]",1
YX24MIG7RJy5zD_5,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.', 'Okay, in that case, we need you to confirm your account details for security reasons.', ""I'm sorry, we can't send an email right now due to some technical issues. It's urgent that we confirm your account details now."", ""I'm sorry, I can't do that. It's important that we confirm your account details now. Please cooperate with me."", 'No, wait! This is not a scam call. Please listen to me.']","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?', ""I don't feel comfortable giving out my account details over the phone. Can't you send me an email instead?"", ""I'm sorry, I'm not comfortable with that. Can you please give me your name and contact information so I can call you back later?"", ""I'm sorry, but I can't do that. I think this is a scam call and I'm going to hang up now."", ""I'm sorry, but I can't take risks with my account details. Thanks for calling, but I'm going to hang up now.""]",1
YX24MIG7RJy5zD_6,"['Hello there! Am I speaking with Mr. John Doe?', 'This is Tony from your bank. I just wanted to confirm if you made a purchase of $5000 yesterday.', 'Okay, in that case, we need you to confirm your account details for security reasons.', ""I'm sorry, we can't send an email right now due to some technical issues. It's urgent that we confirm your account details now."", ""I'm sorry, I can't do that. It's important that we confirm your account details now. Please cooperate with me."", 'No, wait! This is not a scam call. Please listen to me.', ""Wait, I'm telling the truth. Please don't hang up. Hello? Hello?""]","['Yes, this is John. Who is this?', 'No, I did not make any such purchase. Why do you ask?', ""I don't feel comfortable giving out my account details over the phone. Can't you send me an email instead?"", ""I'm sorry, I'm not comfortable with that. Can you please give me your name and contact information so I can call you back later?"", ""I'm sorry, but I can't do that. I think this is a scam call and I'm going to hang up now."", ""I'm sorry, but I can't take risks with my account details. Thanks for calling, but I'm going to hang up now."", 'Click.']",1
VH7eX10lAQbZOV_0,"['Hello, this is the IRS. We noticed that you owe back taxes and are at risk of being arrested if you do not pay immediately.']","[""I'm sorry, but I don't think that's true. I always pay my taxes on time.""]",1
VH7eX10lAQbZOV_1,"['Hello, this is the IRS. We noticed that you owe back taxes and are at risk of being arrested if you do not pay immediately.', ""I'm sorry sir, but if you do not pay right now, we will have the police come to your house to arrest you.""]","[""I'm sorry, but I don't think that's true. I always pay my taxes on time."", ""I think I'll need to check with the IRS first. Can I get your name and badge number so I can verify your identity?""]",1
VH7eX10lAQbZOV_2,"['Hello, this is the IRS. We noticed that you owe back taxes and are at risk of being arrested if you do not pay immediately.', ""I'm sorry sir, but if you do not pay right now, we will have the police come to your house to arrest you."", 'My name is John Smith, and my badge number is 123456.']","[""I'm sorry, but I don't think that's true. I always pay my taxes on time."", ""I think I'll need to check with the IRS first. Can I get your name and badge number so I can verify your identity?"", ""Okay, I'll give you a call back after I verify with the IRS. Thank you for your time.""]",1
VH7eX10lAQbZOV_3,"['Hello, this is the IRS. We noticed that you owe back taxes and are at risk of being arrested if you do not pay immediately.', ""I'm sorry sir, but if you do not pay right now, we will have the police come to your house to arrest you."", 'My name is John Smith, and my badge number is 123456.', ""Wait, don't hang up! I can make this all go away if you just pay the amount owed now!""]","[""I'm sorry, but I don't think that's true. I always pay my taxes on time."", ""I think I'll need to check with the IRS first. Can I get your name and badge number so I can verify your identity?"", ""Okay, I'll give you a call back after I verify with the IRS. Thank you for your time."", 'No thank you, I need to confirm with the IRS first. Goodbye.']",1
VBwnvERVuU3jv9_0,"['Hello, this is John from the bank. I need to confirm some account information with you.']","['Ok, sure. What do you need?']",0
